City,Nation,Continent,Population,GDP per Capita,GDP (Nominal),Economic Mass,Population Band,Is Capital,Is Hub,Route Count (Degree),Latitude,Longitude,Map X,Map Y,ID
Zulongai,Dahe,Massir,2842000,10754.97,30565619778,30565619778,1-5M,FALSE,FALSE,36,-24.971,58.608,6628,3193,zulongai
Wekhalu,Dahe,Massir,5100000,10754.97,54850338095,54850338095,5-10M,FALSE,FALSE,46,-24.971,48.06,6335,3193,wekhalu
Jalinth,Pelugrotoa,Mahea,1920000,11861.11,22773333333,22773333333,1-5M,FALSE,FALSE,29,-25.115,114.732,8187,3197,jalinth
Lupenzhao,Dahe,Massir,1101000,10754.97,11841220048,11841220048,1-5M,FALSE,FALSE,21,-25.151,63.828,6773,3198,lupenzhao
Hishara,Finae,Quia,2240000,10793.65,24177777778,24177777778,1-5M,TRUE,FALSE,29,-25.223,-82.512,2708,3200,hishara
Walsi,Oyreain,Massir,1042000,8055.56,8393888889,8393888889,1-5M,FALSE,FALSE,17,-25.223,34.128,5948,3200,walsi
Kailan,Finae,Quia,1218000,10793.65,13146666667,13146666667,1-5M,FALSE,FALSE,21,-25.3671,-80.856,2754,3204,kailan
Senkal,Sunsokua,Mahea,1189000,12579.37,14956865079,14956865079,1-5M,FALSE,FALSE,22,-25.3311,136.692,8797,3203,senkal
Mirek,Pelugrotoa,Mahea,3916000,11861.11,46448111111,46448111111,1-5M,FALSE,FALSE,36,-25.4031,112.968,8138,3205,mirek
Haldinji,Dahe,Massir,4197000,10754.97,45138601762,45138601762,1-5M,FALSE,FALSE,45,-25.4751,59.868,6663,3207,haldinji
Yamaru,Sunsokua,Mahea,1190000,12579.37,14969444444,14969444444,1-5M,FALSE,FALSE,22,-25.5111,138.492,8847,3208,yamaru
Mwenziqi,Dahe,Massir,1102000,10754.97,11851975016,11851975016,1-5M,FALSE,FALSE,22,-25.8352,51.912,6442,3217,mwenziqi
Thavrin,Pelugrotoa,Mahea,14838000,11861.11,175995166667,175995166667,10-20M,TRUE,TRUE,197,-25.9792,115.416,8206,3221,thavrin
Trelmar,Pelugrotoa,Mahea,1427000,11861.11,16925805556,16925805556,1-5M,FALSE,FALSE,24,-26.0152,109.8,8050,3222,trelmar
Khuazhin,Dahe,Massir,1462000,10754.97,15723763587,15723763587,1-5M,FALSE,FALSE,21,-26.1232,63.9,6775,3225,khuazhin
Muzhara,Sunsokua,Mahea,1321000,12579.37,16617341270,16617341270,1-5M,FALSE,FALSE,22,-26.1232,134.928,8748,3225,muzhara
Velkai,Sunsokua,Mahea,1681000,12579.37,21145912698,21145912698,1-5M,FALSE,FALSE,25,-26.1952,133.2,8700,3227,velkai
Balsor,Pelugrotoa,Mahea,3409000,11861.11,40434527778,40434527778,1-5M,FALSE,FALSE,49,-26.2673,129.06,8585,3229,balsor
Togoro,Oyreain,Massir,1319000,8055.56,10625277778,10625277778,1-5M,FALSE,FALSE,17,-26.3033,38.34,6065,3230,togoro
Zitbajo,Dahe,Massir,1728000,10754.97,18584585143,18584585143,1-5M,FALSE,FALSE,23,-26.3033,47.7,6325,3230,zitbajo
Tayolum,Dahe,Massir,1017000,10754.97,10937802714,10937802714,1-5M,FALSE,FALSE,21,-26.4113,67.392,6872,3233,tayolum
Velkhor,Pelugrotoa,Mahea,4506000,11861.11,53446166667,53446166667,1-5M,FALSE,FALSE,36,-26.4113,117.252,8257,3233,velkhor
Rivik,Pelugrotoa,Mahea,1203000,11861.11,14268916667,14268916667,1-5M,FALSE,FALSE,23,-26.4833,130.5,8625,3235,rivik
Zajkovi,Etretes,Massir,1105000,22896.83,25300992063,25300992063,1-5M,TRUE,FALSE,39,-26.6633,72.972,7027,3240,zajkovi
Zimbelo,Dahe,Massir,1762000,10754.97,18950254063,18950254063,1-5M,FALSE,FALSE,25,-26.7353,55.08,6530,3242,zimbelo
Xuqilin,Dahe,Massir,13463000,10754.97,144794137603,144794137603,10-20M,FALSE,TRUE,162,-26.8074,51.372,6427,3244,xuqilin
Sileth,Pelugrotoa,Mahea,1990000,11861.11,23603611111,23603611111,1-5M,FALSE,FALSE,32,-26.8434,125.568,8488,3245,sileth
Dorav,Pelugrotoa,Mahea,1008000,11861.11,11956000000,11956000000,1-5M,FALSE,FALSE,24,-27.0954,116.604,8239,3252,dorav
Liwaya,Dahe,Massir,1095000,10754.97,11776690238,11776690238,1-5M,FALSE,FALSE,21,-27.1314,62.28,6730,3253,liwaya
Alubri City,Emara,Ayuma,1291000,23214.29,29969642857,29969642857,1-5M,FALSE,FALSE,36,-27.2755,81.432,7262,3257,alubri-city
Harkanto,Dahe,Massir,9740000,10754.97,104753390794,104753390794,5-10M,FALSE,FALSE,109,-27.3115,57.24,6590,3258,harkanto
Zhawengu,Dahe,Massir,1005000,10754.97,10808743095,10808743095,1-5M,FALSE,FALSE,19,-27.3835,59.328,6648,3260,zhawengu
Nabruik,Lieri,Mahea,4375000,928.57,4062500000,4062500000,1-5M,TRUE,FALSE,22,-27.3835,102.132,7837,3260,nabruik
Bombo,Oyreain,Massir,1170000,8055.56,9425000000,9425000000,1-5M,FALSE,FALSE,18,-27.4555,40.428,6123,3262,bombo
Rizhouka,Dahe,Massir,1034000,10754.97,11120637175,11120637175,1-5M,FALSE,FALSE,21,-27.4555,66.06,6835,3262,rizhouka
Vreshin,Pelugrotoa,Mahea,1030000,11861.11,12216944444,12216944444,1-5M,FALSE,FALSE,25,-27.6355,120.744,8354,3267,vreshin
Tshenuza,Dahe,Massir,7430000,10754.97,79909414127,79909414127,5-10M,FALSE,FALSE,89,-27.6715,53.208,6478,3268,tshenuza
Pirozu,Sunsokua,Mahea,1058000,12579.37,13308968254,13308968254,1-5M,FALSE,FALSE,22,-27.6715,139.5,8875,3268,pirozu
Veshtak,Pelugrotoa,Mahea,9500000,11861.11,112680555556,112680555556,5-10M,FALSE,FALSE,103,-27.7435,120.276,8341,3270,veshtak
Zilvak,Pelugrotoa,Mahea,7540000,11861.11,89432777778,89432777778,5-10M,FALSE,FALSE,68,-27.8156,108.18,8005,3272,zilvak
Lorvik,Pelugrotoa,Mahea,1147000,11861.11,13604694444,13604694444,1-5M,FALSE,FALSE,24,-27.9236,104.328,7898,3275,lorvik
Rokaba,Oyreain,Massir,1164000,8055.56,9376666667,9376666667,1-5M,FALSE,FALSE,17,-28.0316,37.98,6055,3278,rokaba
Kharim,Pelugrotoa,Mahea,1121000,11861.11,13296305556,13296305556,1-5M,FALSE,FALSE,24,-28.1036,127.476,8541,3280,kharim
Qianzo,Dahe,Massir,8650000,10754.97,93030475397,93030475397,5-10M,FALSE,FALSE,89,-28.2837,47.34,6315,3285,qianzo
Balsheke,Dahe,Massir,3488000,10754.97,37513329270,37513329270,1-5M,FALSE,FALSE,43,-28.2837,56.448,6568,3285,balsheke
Huxongi,Dahe,Massir,1350000,10754.97,14519207143,14519207143,1-5M,FALSE,FALSE,22,-28.3557,51.588,6433,3287,huxongi
Mikalu,Sunsokua,Mahea,8430000,12579.37,106044047619,106044047619,5-10M,TRUE,TRUE,119,-28.3557,138.492,8847,3287,mikalu
Viralna,Verste,Quia,2528000,10119.05,25580952381,25580952381,1-5M,FALSE,FALSE,23,-28.3917,-153.36,740,3288,viralna
Veshro,Pelugrotoa,Mahea,2797000,11861.11,33175527778,33175527778,1-5M,FALSE,FALSE,36,-28.3917,109.8,8050,3288,veshro
Foreba,Oyreain,Massir,3672000,8055.56,29580000000,29580000000,1-5M,FALSE,FALSE,24,-28.4637,41.292,6147,3290,foreba
Silka,Trian,Mahea,1106000,15515.87,17160555556,17160555556,1-5M,FALSE,FALSE,26,-28.5357,83.16,7310,3292,silka
Shasweli,Sanagara,Massir,1708000,15277.78,26094444444,26094444444,1-5M,FALSE,FALSE,28,-28.6437,43.128,6198,3295,shasweli
Slarim,Pelugrotoa,Mahea,1005000,11861.11,11920416667,11920416667,1-5M,FALSE,FALSE,26,-28.6437,119.52,8320,3295,slarim
Mansek,Seytinemas,Mahea,1359000,10992.06,14938214286,14938214286,1-5M,FALSE,FALSE,20,-28.7518,93.348,7593,3298,mansek
Hikrum,Sunsokua,Mahea,10257000,12579.37,129026547619,129026547619,10-20M,FALSE,FALSE,78,-28.7518,133.02,8695,3298,hikrum
Bintarha,Sanagara,Massir,1126000,15277.78,17202777778,17202777778,1-5M,FALSE,FALSE,25,-28.8958,45,6250,3302,bintarha
Todorac,Etretes,Massir,2897000,22896.83,66332103175,66332103175,1-5M,FALSE,FALSE,45,-28.8958,82.332,7287,3302,todorac
Shiruna,Sunsokua,Mahea,2695000,12579.37,33901388889,33901388889,1-5M,FALSE,FALSE,34,-28.8958,137.952,8832,3302,shiruna
Bolanzi,Dahe,Massir,3306000,10754.97,35555925048,35555925048,1-5M,FALSE,FALSE,37,-28.9318,49.788,6383,3303,bolanzi
Dalotza,Dahe,Massir,1218000,10754.97,13099551333,13099551333,1-5M,FALSE,FALSE,20,-29.0038,59.148,6643,3305,dalotza
Jinbayo,Dahe,Massir,1156000,10754.97,12432743302,12432743302,1-5M,FALSE,FALSE,21,-29.0758,63.72,6770,3307,jinbayo
Yetembo,Oyreain,Massir,1467000,8055.56,11817500000,11817500000,1-5M,TRUE,FALSE,24,-29.1118,39.852,6107,3308,yetembo
Fekhalai,Dahe,Massir,42488000,10754.97,456957091175,456957091175,>20M,FALSE,TRUE,266,-29.1838,47.52,6320,3310,fekhalai
Vansor,Pelugrotoa,Mahea,1012000,11861.11,12003444444,12003444444,1-5M,FALSE,FALSE,24,-29.2559,115.488,8208,3312,vansor
Tairim,Pelugrotoa,Mahea,2050000,11861.11,24315277778,24315277778,1-5M,FALSE,FALSE,33,-29.2559,122.58,8405,3312,tairim
Kalvor,Pelugrotoa,Mahea,3117000,11861.11,36971083333,36971083333,1-5M,FALSE,FALSE,38,-29.2919,108.108,8003,3313,kalvor
Mankat,Finae,Quia,3246000,10793.65,35036190476,35036190476,1-5M,FALSE,FALSE,24,-29.3639,-82.26,2715,3315,mankat
Treka,Trian,Mahea,2771000,15515.87,42994484127,42994484127,1-5M,TRUE,FALSE,43,-29.5439,85.86,7385,3320,treka
Sodaru,Sunsokua,Mahea,1062000,12579.37,13359285714,13359285714,1-5M,FALSE,FALSE,24,-29.6159,132.768,8688,3322,sodaru
Koyaya,Sanagara,Massir,8320000,15277.78,127111111111,127111111111,5-10M,TRUE,TRUE,130,-29.832,42.48,6180,3328,koyaya
Merlan,Seytinemas,Mahea,1095000,10992.06,12036309524,12036309524,1-5M,FALSE,FALSE,21,-29.796,98.712,7742,3327,merlan
Pothin,Pelugrotoa,Mahea,5430000,11861.11,64405833333,64405833333,5-10M,FALSE,FALSE,60,-29.904,122.94,8415,3330,pothin
Xingalu,Dahe,Massir,1671000,10754.97,17971551952,17971551952,1-5M,FALSE,FALSE,22,-29.976,52.2,6450,3332,xingalu
Dzhonlo,Dahe,Massir,7880000,10754.97,84749149841,84749149841,5-10M,FALSE,FALSE,107,-30.084,55.98,6555,3335,dzhonlo
Lunmar,Seytinemas,Mahea,1438000,10992.06,15806587302,15806587302,1-5M,FALSE,FALSE,23,-30.084,104.436,7901,3335,lunmar
Mukaziya,Dahe,Massir,1877000,10754.97,20187075413,20187075413,1-5M,FALSE,FALSE,26,-30.156,62.568,6738,3337,mukaziya
Sarnin,Pelugrotoa,Mahea,1196000,11861.11,14185888889,14185888889,1-5M,FALSE,FALSE,25,-30.12,126.54,8515,3336,sarnin
Pakram,Sunsokua,Mahea,1952000,12579.37,24554920635,24554920635,1-5M,FALSE,FALSE,27,-30.192,137.088,8808,3338,pakram
Erkadu,Myla,Quia,5210000,7341.27,38248015873,38248015873,5-10M,TRUE,FALSE,29,-30.3361,-83.664,2676,3342,erkadu
Kholisha,Dahe,Massir,1244000,10754.97,13379180508,13379180508,1-5M,FALSE,FALSE,21,-30.3361,48.672,6352,3342,kholisha
Jinzuku,Dahe,Massir,2964000,10754.97,31877725905,31877725905,1-5M,FALSE,FALSE,33,-30.3361,54.9,6525,3342,jinzuku
Jalenek,Sunsokua,Mahea,4034000,12579.37,50745158730,50745158730,1-5M,FALSE,FALSE,40,-30.3361,140.22,8895,3342,jalenek
Gwenliya,Dahe,Massir,3774000,10754.97,40589250190,40589250190,1-5M,FALSE,FALSE,45,-30.4441,57.42,6595,3345,gwenliya
Olkar,Pelugrotoa,Mahea,1185000,11861.11,14055416667,14055416667,1-5M,FALSE,FALSE,25,-30.4441,112.032,8112,3345,olkar
Jokla,Myla,Quia,1557000,7341.27,11430357143,11430357143,1-5M,FALSE,FALSE,18,-30.6241,-87.048,2582,3350,jokla
Havok,Pelugrotoa,Mahea,22650000,11861.11,268654166667,268654166667,>20M,FALSE,TRUE,173,-30.7321,123.876,8441,3353,havok
Pungzolai,Dahe,Massir,3954000,10754.97,42525144476,42525144476,1-5M,FALSE,FALSE,46,-30.9122,58.32,6620,3358,pungzolai
Tarvic,Seytinemas,Mahea,2981000,10992.06,32767341270,32767341270,1-5M,FALSE,FALSE,32,-30.9122,96.228,7673,3358,tarvic
Yenzhazi,Dahe,Massir,1644000,10754.97,17681167810,17681167810,1-5M,FALSE,FALSE,23,-31.0562,53.532,6487,3362,yenzhazi
Beylok,Pelugrotoa,Mahea,4746000,11861.11,56292833333,56292833333,1-5M,FALSE,FALSE,46,-31.0562,107.82,7995,3362,beylok
Vukwazi,Dahe,Massir,10042000,10754.97,108001391206,108001391206,10-20M,FALSE,FALSE,130,-31.0922,49.32,6370,3363,vukwazi
Rathghat,Sanagara,Massir,1818000,15277.78,27775000000,27775000000,1-5M,FALSE,FALSE,27,-31.2362,45.288,6258,3367,rathghat
Minoan,Verste,Quia,4497000,10119.05,45505357143,45505357143,1-5M,FALSE,FALSE,32,-31.5963,-149.04,860,3377,minoan
Yikashu,Dahe,Massir,1483000,10754.97,15949617921,15949617921,1-5M,FALSE,FALSE,23,-31.5963,52.488,6458,3377,yikashu
Tshahulo,Dahe,Massir,4157000,10754.97,44708403032,44708403032,1-5M,FALSE,FALSE,51,-31.8124,55.62,6545,3383,tshahulo
Vurklo,Seytinemas,Mahea,1094000,10992.06,12025317460,12025317460,1-5M,FALSE,FALSE,20,-31.8124,92.052,7557,3383,vurklo
Fekunza,Dahe,Massir,15400000,10754.97,165626511111,165626511111,10-20M,TRUE,TRUE,195,-32.1364,56.808,6578,3392,fekunza
Bolar,Myla,Quia,3232000,7341.27,23726984127,23726984127,1-5M,FALSE,FALSE,19,-32.1724,-84.06,2665,3393,bolar
Ovetta,Verste,Quia,3587000,10119.05,36297023810,36297023810,1-5M,FALSE,FALSE,29,-32.3165,-155.556,679,3397,ovetta
Muzhulu,Dahe,Massir,1190000,10754.97,12798412222,12798412222,1-5M,FALSE,FALSE,23,-32.3165,53.46,6485,3397,muzhulu
Vulna,Seytinemas,Mahea,11288000,10992.06,124078412698,124078412698,10-20M,TRUE,TRUE,183,-32.3165,94.428,7623,3397,vulna
Waktala,Sanagara,Massir,1370000,15277.78,20930555556,20930555556,1-5M,FALSE,FALSE,25,-32.4245,44.172,6227,3400,waktala
Zerash,Seytinemas,Mahea,1042000,10992.06,11453730159,11453730159,1-5M,FALSE,FALSE,20,-32.4965,100.98,7805,3402,zerash
Qatshilo,Dahe,Massir,2959000,10754.97,31823951063,31823951063,1-5M,FALSE,FALSE,27,-32.6765,46.548,6293,3407,qatshilo
Zidanza,Dahe,Massir,1898000,10754.97,20412929746,20412929746,1-5M,FALSE,FALSE,22,-32.7125,58.86,6635,3408,zidanza
Xiyanja,Dahe,Massir,1221000,10754.97,13131816238,13131816238,1-5M,FALSE,FALSE,20,-32.7846,64.8,6800,3410,xiyanja
Sivona,Sadain,Mahea,1599000,7500,11992500000,11992500000,1-5M,TRUE,FALSE,24,-32.7846,133.38,8705,3410,sivona
Amhurok,Isnti,Mahea,1667000,1492.06,2487269841,2487269841,1-5M,FALSE,FALSE,11,-32.8566,123.912,8442,3412,amhurok
Bodrul,Sunsokua,Mahea,3637000,12579.37,45751150794,45751150794,1-5M,FALSE,FALSE,39,-32.8926,143.532,8987,3413,bodrul
Ghloumzi,Dahe,Massir,5050000,10754.97,54312589683,54312589683,5-10M,FALSE,FALSE,68,-32.9646,51.768,6438,3415,ghloumzi
Qalazi,Dahe,Massir,4363000,10754.97,46923926492,46923926492,1-5M,FALSE,FALSE,53,-32.9646,55.548,6543,3415,qalazi
Lungxilo,Dahe,Massir,4819000,10754.97,51828192016,51828192016,1-5M,FALSE,FALSE,63,-33.2527,53.424,6484,3423,lungxilo
Fuzhenya,Dahe,Massir,1197000,10754.97,12873697000,12873697000,1-5M,FALSE,FALSE,20,-33.2166,56.952,6582,3422,fuzhenya
Yokemaru,Sunsokua,Mahea,2199000,12579.37,27662023810,27662023810,1-5M,FALSE,FALSE,31,-33.2166,141.048,8918,3422,yokemaru
Phinlaza,Dahe,Massir,4599000,10754.97,49462099000,49462099000,1-5M,FALSE,FALSE,47,-33.3967,48.132,6337,3427,phinlaza
Drolmukhazin,Volver,Quia,1400000,7380.95,10333333333,10333333333,1-5M,TRUE,FALSE,22,-33.5767,-81.792,2728,3432,drolmukhazin
Kashibo,Sunsokua,Mahea,1178000,12579.37,14818492063,14818492063,1-5M,FALSE,FALSE,23,-33.6127,143.244,8979,3433,kashibo
Tibokan,Chaenia,Mahea,1868000,16269.84,30392063492,30392063492,1-5M,FALSE,FALSE,34,-33.7568,96.588,7683,3437,tibokan
Lufuliya,Dahe,Massir,1182000,10754.97,12712372476,12712372476,1-5M,FALSE,FALSE,23,-33.7928,52.38,6455,3438,lufuliya
Shindzi,Dahe,Massir,1630000,10754.97,17530598254,17530598254,1-5M,FALSE,FALSE,23,-34.1168,56.772,6577,3447,shindzi
Mahsira,Isnti,Mahea,5030000,1492.06,7505079365,7505079365,5-10M,TRUE,FALSE,25,-34.2969,120.168,8338,3452,mahsira
Zhalandi,Dahe,Massir,1052000,10754.97,11314226603,11314226603,1-5M,FALSE,FALSE,20,-34.5489,55.656,6546,3459,zhalandi
Hanyalzo,Dahe,Massir,5540000,10754.97,59582524127,59582524127,5-10M,FALSE,FALSE,64,-34.6569,54.18,6505,3462,hanyalzo
Takolo,Sadain,Mahea,4006000,7500,30045000000,30045000000,1-5M,FALSE,FALSE,26,-34.6929,132.984,8694,3463,takolo
Stravik,Dual Cenryia,Mahea,4740000,3297.62,15630714286,15630714286,1-5M,FALSE,FALSE,23,-34.765,98.496,7736,3465,stravik
Kintaluo,Dahe,Massir,3840000,10754.97,41299078095,41299078095,1-5M,FALSE,FALSE,36,-34.873,59.04,6640,3468,kintaluo
Zhulenga,Dahe,Massir,6210000,10754.97,66788352857,66788352857,5-10M,FALSE,FALSE,59,-34.945,47.88,6330,3470,zhulenga
Klemerda,Dual Cenryia,Mahea,1477000,3297.62,4870583333,4870583333,1-5M,FALSE,FALSE,13,-34.945,96.408,7678,3470,klemerda
Ghezhian,Dahe,Massir,2213000,10754.97,23800744746,23800744746,1-5M,FALSE,FALSE,27,-35.017,52.308,6453,3472,ghezhian
Tzalunya,Dahe,Massir,4391000,10754.97,47225065603,47225065603,1-5M,FALSE,FALSE,41,-35.197,57.528,6598,3477,tzalunya
Bhaliloi,Dahe,Massir,20076000,10754.97,215916742667,215916742667,>20M,FALSE,TRUE,184,-35.4131,50.328,6398,3483,bhaliloi
Vumbeko,Dahe,Massir,6770000,10754.97,72811135079,72811135079,5-10M,FALSE,FALSE,78,-35.4131,55.908,6553,3483,vumbeko
Phetuli,Dahe,Massir,1507000,10754.97,16207737159,16207737159,1-5M,FALSE,FALSE,23,-35.5571,55.008,6528,3487,phetuli
Grimsa,Dual Cenryia,Mahea,1638000,3297.62,5401500000,5401500000,1-5M,FALSE,FALSE,12,-35.6651,101.268,7813,3490,grimsa
Pha Hii,Pha Hii,Massir,2647000,40476.19,107140476190,107140476190,1-5M,TRUE,FALSE,104,-35.7371,46.8,6300,3492,pha-hii
Sahmado,Isnti,Mahea,3712000,1492.06,5538539683,5538539683,1-5M,FALSE,FALSE,17,-35.7371,120.996,8361,3492,sahmado
Pheduza,Dahe,Massir,1435000,10754.97,15433379444,15433379444,1-5M,FALSE,FALSE,22,-35.7732,51.408,6428,3493,pheduza
Xibalzi,Dahe,Massir,1493000,10754.97,16057167603,16057167603,1-5M,FALSE,FALSE,23,-35.9172,53.532,6487,3497,xibalzi
Zhangola,Dahe,Massir,10604000,10754.97,114045683365,114045683365,10-20M,FALSE,FALSE,128,-36.0252,52.56,6460,3500,zhangola
Mankhulo,Dahe,Massir,4115000,10754.97,44256694365,44256694365,1-5M,FALSE,FALSE,43,-36.2773,55.44,6540,3507,mankhulo
Faskel,Dual Cenryia,Mahea,1035000,3297.62,3413035714,3413035714,1-5M,FALSE,FALSE,12,-36.3133,104.76,7910,3508,faskel
Tumnar,Zhanshe,Quia,1125000,353.17,397321429,397321429,1-5M,TRUE,FALSE,17,-36.4573,-112.068,1887,3512,tumnar
Munela,Chaenia,Mahea,1073000,16269.84,17457539683,17457539683,1-5M,FALSE,FALSE,27,-36.4573,92.7,7575,3512,munela
Shanghalu,Dahe,Massir,1410000,10754.97,15164505238,15164505238,1-5M,FALSE,FALSE,22,-36.7453,51.948,6443,3520,shanghalu
Ndhuloya,Dahe,Massir,1053000,10754.97,11324981571,11324981571,1-5M,FALSE,FALSE,20,-36.8174,57.06,6585,3522,ndhuloya
Xivutwa,Dahe,Massir,1204000,10754.97,12948981778,12948981778,1-5M,FALSE,FALSE,21,-37.1774,50.508,6403,3532,xivutwa
Lutur,Chaenia,Mahea,1262000,16269.84,20532539683,20532539683,1-5M,TRUE,FALSE,39,-37.1774,93.348,7593,3532,lutur
Panstel,Dual Cenryia,Mahea,6990000,3297.62,23050357143,23050357143,5-10M,FALSE,FALSE,24,-37.3575,96.372,7677,3537,panstel
Rembili,Dahe,Massir,1747000,10754.97,18788929540,18788929540,1-5M,FALSE,FALSE,27,-37.4655,52.848,6468,3540,rembili
Hovrith,Dual Cenryia,Mahea,2662000,3297.62,8778261905,8778261905,1-5M,FALSE,FALSE,16,-37.7175,99.9,7775,3547,hovrith
Vardak,Vayvele,Mahea,1191000,8769.84,10444880952,10444880952,1-5M,FALSE,FALSE,19,-37.7175,136.8,8800,3547,vardak
Altepso,Galca,Mahea,1121000,1559.52,1748226190,1748226190,1-5M,FALSE,FALSE,11,-37.7536,126.108,8503,3548,altepso
Zalmar,Dual Cenryia,Mahea,1036000,3297.62,3416333333,3416333333,1-5M,FALSE,FALSE,11,-37.8256,105.66,7935,3550,zalmar
Zifuwan,Dahe,Massir,3592000,10754.97,38631845968,38631845968,1-5M,FALSE,FALSE,33,-38.0776,56.7,6575,3557,zifuwan
Velkura,United Mihili,Quia,1190000,1654.76,1969166667,1969166667,1-5M,FALSE,FALSE,11,-38.1856,-148.572,873,3560,velkura
MavagaT,Nheyes Si,Quia,1513000,3674.6,5559674603,5559674603,1-5M,TRUE,FALSE,19,-38.1856,-80.028,2777,3560,mavagat
Sarnotka,Suenan,Massir,1057000,6428.57,6795000000,6795000000,1-5M,FALSE,FALSE,15,-38.3657,46.692,6297,3565,sarnotka
Tonkazi,Dahe,Massir,1169000,10754.97,12572557889,12572557889,1-5M,FALSE,FALSE,22,-38.4377,48.312,6342,3567,tonkazi
Mureko,Ocaun,Mahea,1245000,488.1,607678571,607678571,1-5M,FALSE,FALSE,13,-38.4377,120.78,8355,3567,mureko
Zoluhano,Dahe,Massir,9250000,10754.97,99483456349,99483456349,5-10M,FALSE,FALSE,76,-38.7257,49.608,6378,3575,zoluhano
Krunka,Dual Cenryia,Mahea,3058000,3297.62,10084119048,10084119048,1-5M,FALSE,FALSE,17,-38.9058,103.68,7880,3580,krunka
Nalvin,United Mihili,Quia,1082000,1654.76,1790452381,1790452381,1-5M,FALSE,FALSE,10,-39.0858,-145.62,955,3585,nalvin
Tarimav,Eparia,Massir,1229000,2111.11,2594555556,2594555556,1-5M,TRUE,FALSE,17,-39.1578,89.892,7497,3587,tarimav
Lungqino,Dahe,Massir,1393000,10754.97,14981670778,14981670778,1-5M,FALSE,FALSE,20,-39.1938,54.72,6520,3588,lungqino
Kaisri,Vayvele,Mahea,12020000,8769.84,105413492063,105413492063,10-20M,TRUE,TRUE,119,-39.2298,136.656,8796,3589,kaisri
Jhalenya,Dahe,Massir,3120000,10754.97,33555500952,33555500952,1-5M,FALSE,FALSE,31,-39.5179,48.24,6340,3597,jhalenya
Vrandig,Dual Cenryia,Mahea,11642000,3297.62,38390880952,38390880952,10-20M,TRUE,FALSE,44,-39.5179,102.852,7857,3597,vrandig
Gulowin,Dahe,Massir,4336000,10754.97,46633542349,46633542349,1-5M,FALSE,FALSE,33,-39.6259,62.892,6747,3600,gulowin
Silikai,Ocaun,Mahea,3282000,488.1,1601928571,1601928571,1-5M,FALSE,FALSE,16,-39.6979,122.328,8398,3602,silikai
Beskun,Vayvele,Mahea,1082000,8769.84,9488968254,9488968254,1-5M,FALSE,FALSE,17,-39.6979,130.68,8630,3602,beskun
Jastinor,Dual Cenryia,Mahea,1087000,3297.62,3584511905,3584511905,1-5M,FALSE,FALSE,11,-39.806,103.644,7879,3605,jastinor
Kijora,Vayvele,Mahea,1155000,8769.84,10129166667,10129166667,1-5M,FALSE,FALSE,20,-39.986,138.42,8845,3610,kijora
Sejla,Selaja,Mahea,3292000,6388.89,21032222222,21032222222,1-5M,FALSE,FALSE,20,-40.094,145.764,9049,3613,sejla
Bazinshu,Dahe,Massir,1852000,10754.97,19918201206,19918201206,1-5M,FALSE,FALSE,23,-40.238,53.568,6488,3617,bazinshu
Malinkai,Vesozata,Massir,1537000,3099.21,4763480159,4763480159,1-5M,FALSE,FALSE,13,-40.7782,86.112,7392,3632,malinkai
Daspuru,Suenan,Massir,2992000,6428.57,19234285714,19234285714,1-5M,TRUE,FALSE,24,-40.9582,44.748,6243,3637,daspuru
Dunaro,Ocaun,Mahea,1228000,488.1,599380952,599380952,1-5M,FALSE,FALSE,11,-40.9582,123.948,8443,3637,dunaro
Fyntek,Otiiric,Mahea,4166000,3650.79,15209206349,15209206349,1-5M,TRUE,FALSE,24,-40.9942,96.588,7683,3638,fyntek
Wavaru,Ocaun,Mahea,4331000,488.1,2113940476,2113940476,1-5M,FALSE,FALSE,16,-40.9942,120.42,8345,3638,wavaru
Kejira,Ocaun,Mahea,19618000,488.1,9575452381,9575452381,10-20M,TRUE,TRUE,97,-41.0662,122.76,8410,3640,kejira
Bristel,United Mihili,Quia,3608000,1654.76,5970380952,5970380952,1-5M,FALSE,FALSE,14,-41.2102,-144.18,995,3644,bristel
Ruwodai,Dahe,Massir,1899000,10754.97,20423684714,20423684714,1-5M,FALSE,FALSE,27,-41.4263,49.608,6378,3650,ruwodai
Dherkiv,Galca,Mahea,1020000,1559.52,1590714286,1590714286,1-5M,TRUE,FALSE,16,-41.7143,124.452,8457,3658,dherkiv
Pardesh,Dual Cenryia,Mahea,2329000,3297.62,7680154762,7680154762,1-5M,FALSE,FALSE,15,-41.7864,106.38,7955,3660,pardesh
Weregami,Suenan,Massir,5040000,6428.57,32400000000,32400000000,5-10M,FALSE,FALSE,21,-42.0744,44.388,6233,3668,weregami
Kandula,Vesozata,Massir,1045000,3099.21,3238670635,3238670635,1-5M,FALSE,FALSE,11,-42.5785,81.432,7262,3682,kandula
Veshu,Selaja,Mahea,2156000,6388.89,13774444444,13774444444,1-5M,FALSE,FALSE,17,-42.6865,147.42,9095,3685,veshu
Dilambo,Vesozata,Massir,3826000,3099.21,11857563492,11857563492,1-5M,FALSE,FALSE,16,-42.8666,83.34,7315,3690,dilambo
Velthura,Desaki,Quia,3092000,14047.62,43435238095,43435238095,1-5M,FALSE,FALSE,32,-43.2987,-143.64,1010,3702,velthura
